zone_id,lat,lon
872a8bc20ffffff,36.53927208095918,-79.74698740702672
872a8b520ffffff,36.39536535141819,-80.01306965794929
872a8bc42ffffff,36.384350888016805,-79.70887053456595
872a8bce1ffffff,36.3942337260853,-79.80665234957307
872a8b89bffffff,36.343936314761976,-79.55148737166358
872a8bd6cffffff,36.52137158338196,-79.52364330272847
872a8b89effffff,36.37855433811107,-79.55680062034143
872a8bc80ffffff,36.48522132054416,-79.9864118533936
872a8bc43ffffff,36.36809636955531,-79.69258408700591
872a8bc68ffffff,36.374389276451,-79.61112245867493
872a8b1adffffff,36.248107688267154,-79.66014560047827
872a8bc44ffffff,36.404825864647734,-79.67083032576693
872a8bc0dffffff,36.45151171732989,-79.7469324120131
872a8bc1cffffff,36.47977381522049,-79.83402055121026
872a8b1a6ffffff,36.31303519584359,-79.72515233981085
872a8bcdaffffff,36.33051897547059,-79.94757953025946
872a8bd41ffffff,36.49881825952978,-79.58907188720178
872a8bd48ffffff,36.46413737649404,-79.58372241392394
872a8bc45ffffff,36.38856090041972,-79.6545493625222
872a8bcd0ffffff,36.383490664585025,-79.9424018224552
872a8bcd4ffffff,36.40187864465601,-79.93162237686714
872a8b113ffffff,36.26643263217716,-79.64928729606855
872a8b132ffffff,36.32143392762329,-79.61666256978964
872a8b114ffffff,36.303095756076374,-79.62754578945903
872a8b1a2ffffff,36.29469030658249,-79.73599182204217
872a8b130ffffff,36.323518552861984,-79.58953307398266
872a8bc89ffffff,36.41810763140943,-79.94799773516668
872a8b136ffffff,36.339776499923744,-79.60577102754587
872a8bc62ffffff,36.42319721323056,-79.65994094099587
872a8bc15ffffff,36.51444884169717,-79.83955034261116
872a8b116ffffff,36.30100341620301,-79.65466154527171
872a8bc69ffffff,36.35812346873181,-79.59487115396549
872a8bc0cffffff,36.46777921323549,-79.76326464481693
872a8b110ffffff,36.28476198951897,-79.63842069530524
872a8b195ffffff,36.27210774087039,-79.80100705585889
872a8bca1ffffff,36.50798323133228,-79.92120511673559
872a8b135ffffff,36.32559715037151,-79.56240078030442
872a8bd5bffffff,36.45785184452791,-79.66534022477724
872a8b896ffffff,36.429474812347486,-79.57838058284432
872a8bc5cffffff,36.36598665942841,-79.7197322816434
872a8b525ffffff,36.397542476522126,-79.98592354190268
872a8bc1dffffff,36.46351339448214,-79.81766127802486
872a8bc6bffffff,36.35603621134048,-79.62201972146065
872a8bcddffffff,36.334832036366166,-79.8933485814095
872a8b11effffff,36.25019906691967,-79.63305977465029
872a8bd6effffff,36.51929374618808,-79.55088788357585
872a8bc75ffffff,36.439470007602374,-79.6762353180435
872a8bd63ffffff,36.53560574117494,-79.56717903593406
872a8b134ffffff,36.341859424472425,-79.57863059719256
872a8bc53ffffff,36.380116716100346,-79.76318027589508
872a8bc82ffffff,36.4830402266263,-80.01360716572344
872a8bcdbffffff,36.3143115847208,-79.93123390006457
872a8b562ffffff,36.27974949506204,-79.92566185658713
872a8bc22ffffff,36.53714286308481,-79.77422841632584
872a8bcaeffffff,36.48956534213612,-79.93201226273467
872a8bc03ffffff,36.48191414701284,-79.80681557333877
872a8bc71ffffff,36.42109256636174,-79.6871220615591
872a8bcebffffff,36.34125652836684,-79.81198018900255
872a8bd5affffff,36.474132461128455,-79.6816480370661
872a8bc33ffffff,36.53286617521769,-79.82870170856248
872a8bd59ffffff,36.45995309112214,-79.63813711913848
872a8b565ffffff,36.284048298423315,-79.87148494669636
872a8bcb0ffffff,36.53613969045022,-80.00848586441535
872a8bc63ffffff,36.406926155424,-79.64365734412904
872a8bc1affffff,36.45922334195278,-79.87204625024772
872a8bc11ffffff,36.496035922134354,-79.85039063835386
872a8bc8cffffff,36.45274286712525,-79.95360163816724
872a8bcf6ffffff,36.438667933609096,-79.91003864144056
872a8b1b5ffffff,36.31092046688652,-79.75226767045667
872a8bca2ffffff,36.522068097702295,-79.96483348315779
872a8bc1bffffff,36.44297339905244,-79.85568158527734
872a8bcf0ffffff,36.422428468715275,-79.89366861478506
872a8b1aeffffff,36.26223522159028,-79.70347229783258
872a8bceeffffff,36.375858403618054,-79.81747849255538
872a8bc18ffffff,36.46137139623544,-79.84485522765097
872a8bc52ffffff,36.39636423719852,-79.77949370192992
872a8bcdeffffff,36.34889197844706,-79.93681388306213
872a8bc83ffffff,36.46680459419866,-79.99718859249678
872a8bca5ffffff,36.52640554932492,-79.91038965345514
872a8b185ffffff,36.26012751336006,-79.73056054315335
872a8b528ffffff,36.344558118382125,-79.99105497771204
872a8bc8effffff,36.45057061297933,-79.9807808349914
872a8b1a4ffffff,36.315143908743465,-79.69803415271723
872a8bc74ffffff,36.45574453179084,-79.69254048334234
872a8bd5effffff,36.492524782546155,-79.67074723029998
872a8bce2ffffff,36.4083376550581,-79.85014847260767
872a8bc5bffffff,36.329271444635054,-79.74143084082884
872a8bd4affffff,36.46204826922427,-79.61093117824514
872a8bcf5ffffff,36.424579827918436,-79.8664996328942
872a8b8b6ffffff,36.468297369220146,-79.52929646234242
872a8bc08ffffff,36.44938622034918,-79.77412405851868
872a8b891ffffff,36.396908371604695,-79.54587310271562
872a8bc5effffff,36.36387091597428,-79.74687761597164
872a8b555ffffff,36.25707156735528,-79.9905597015885
872a8bc66ffffff,36.441572956815165,-79.64904320839088
872a8b893ffffff,36.39483057883774,-79.57304637769097
872a8bc86ffffff,36.501463025983284,-80.00283319221126
872a8b564ffffff,36.30025666418296,-79.8878010679918
872a8bd5cffffff,36.494628688292586,-79.64352495369829
872a8bc8affffff,36.43216440707527,-79.99155204810137
872a8bc72ffffff,36.435245932826504,-79.73061097633538
872a8b526ffffff,36.41158111479584,-80.0294691313513
872a8bc6effffff,36.39065684092125,-79.62738451937638
872a8bcf3ffffff,36.4040376827953,-79.90446735129028
872a8b112ffffff,36.28266796535318,-79.66552552755502
872a8b575ffffff,36.29594911401051,-79.94199402321632
